Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Taxonomic lineage	EC number
K2R0X6	unreviewed	K2R0X6_METFP	DZANK-type domain-containing protein	A994_04535	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R0Y0	unreviewed	K2R0Y0_METFP	Putative signal transduction histidine kinase	A994_04560	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R0Y5	unreviewed	K2R0Y5_METFP	STAS domain-containing protein	A994_04585	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R0Y9	unreviewed	K2R0Y9_METFP	Protein tyrosine phosphatase	A994_04610	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R0Z2	unreviewed	K2R0Z2_METFP	Uncharacterized protein	A994_11602	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R0Z5	unreviewed	K2R0Z5_METFP	DsrE family protein	A994_04635	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R0Z9	unreviewed	K2R0Z9_METFP	4Fe-4S ferredoxin	A994_11627	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R101	unreviewed	K2R101_METFP	Transcriptional activator ligand binding domain-containing protein	A994_04660	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R104	unreviewed	K2R104_METFP	Uncharacterized protein	A994_11652	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R108	unreviewed	K2R108_METFP	Regulatory protein MarR	A994_04685	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R109	unreviewed	K2R109_METFP	Signal transduction histidine kinase	A994_11702	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R114	unreviewed	K2R114_METFP	Uncharacterized protein	A994_11727	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R118	unreviewed	K2R118_METFP	H4MPT-linked C1 transfer pathway protein	A994_11777	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R120	unreviewed	K2R120_METFP	Glutamine amidotransferase of anthranilate synthase	A994_04735	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R124	unreviewed	K2R124_METFP	Transglutaminase domain-containing protein	A994_11827	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R127	unreviewed	K2R127_METFP	MurG-like protein	A994_04760	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R128	unreviewed	K2R128_METFP	Protein A994_11852	A994_11852	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R129	unreviewed	K2R129_METFP	Dienelactone hydrolase	A994_11877	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R133	unreviewed	K2R133_METFP	Cell wall biosynthesis protein	A994_04785	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R134	unreviewed	K2R134_METFP	Transglutaminase domain-containing protein	A994_10887	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R136	unreviewed	K2R136_METFP	Group 1 glycosyl transferase	A994_10912	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R139	unreviewed	K2R139_METFP	Uncharacterized protein	A994_10937	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R140	unreviewed	K2R140_METFP	AAA ATPase	A994_04810	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R146	unreviewed	K2R146_METFP	Uncharacterized protein	A994_04835	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R147	unreviewed	K2R147_METFP	Uncharacterized protein	A994_10987	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R148	unreviewed	K2R148_METFP	ATPase domain-containing protein	A994_11012	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R152	unreviewed	K2R152_METFP	N-acetylglucosamine-1-phosphate transferase	A994_11037	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R158	unreviewed	K2R158_METFP	Uncharacterized protein	A994_04885	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R162	unreviewed	K2R162_METFP	Signal transduction histidine kinase	A994_11112	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R166	unreviewed	K2R166_METFP	NurA domain-containing protein	A994_04910	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R168	unreviewed	K2R168_METFP	Uncharacterized protein	A994_11137	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R173	unreviewed	K2R173_METFP	Uncharacterized protein	A994_04935	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R174	unreviewed	K2R174_METFP	Iron repressor	A994_11187	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R177	unreviewed	K2R177_METFP	4-oxalocrotonate tautomerase	A994_11212	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R180	unreviewed	K2R180_METFP	Uncharacterized protein	A994_04960	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R182	unreviewed	K2R182_METFP	ATPase central domain-containing protein	A994_11237	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R186	unreviewed	K2R186_METFP	Histidine triad (HIT) protein	A994_11262	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R187	unreviewed	K2R187_METFP	Regulatory protein MarR	A994_04985	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R191	unreviewed	K2R191_METFP	Peptidase M48 Ste24p	A994_11287	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R193	unreviewed	K2R193_METFP	ATPase	A994_11312	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R198	unreviewed	K2R198_METFP	Uncharacterized protein	A994_11337	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1A1	unreviewed	K2R1A1_METFP	DUF1863 domain-containing protein	A994_11362	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1A2	unreviewed	K2R1A2_METFP	GAF domain-containing protein	A994_05035	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1A4	unreviewed	K2R1A4_METFP	Uncharacterized protein	A994_10269	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1A8	unreviewed	K2R1A8_METFP	ATP-dependent helicase	A994_10304	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1A9	unreviewed	K2R1A9_METFP	Nitroreductase	A994_05060	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1B4	unreviewed	K2R1B4_METFP	Uncharacterized protein	A994_10354	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1B8	unreviewed	K2R1B8_METFP	Beta-lactamase superfamily hydrolase	A994_10379	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1C1	unreviewed	K2R1C1_METFP	Sensory transduction histidine kinase	A994_10404	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1C2	unreviewed	K2R1C2_METFP	Translation initiation factor 1A, aIF-1A	eif1a A994_05110	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1C5	unreviewed	K2R1C5_METFP	Circadian clock protein KaiC	A994_10429	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1C8	unreviewed	K2R1C8_METFP	THUMP domain-containing protein	A994_05135	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1C9	unreviewed	K2R1C9_METFP	Uncharacterized protein	A994_10454	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1D3	unreviewed	K2R1D3_METFP	Uncharacterized protein	A994_10479	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1D7	unreviewed	K2R1D7_METFP	Uncharacterized protein	A994_10504	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1E0	unreviewed	K2R1E0_METFP	Nitrogen regulatory protein P-II	A994_05185	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1E5	unreviewed	K2R1E5_METFP	Uncharacterized protein	A994_05210	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1E8	unreviewed	K2R1E8_METFP	Dinitrogenase iron-molybdenum cofactor biosynthesis protein	A994_10579	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1F0	unreviewed	K2R1F0_METFP	CoB--CoM heterodisulfide reductase	A994_10604	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1F1	unreviewed	K2R1F1_METFP	Agmatinase	A994_05235	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1F5	unreviewed	K2R1F5_METFP	O-acetylhomoserine/O-acetylserine sulfhydrylase	A994_10629	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1F8	unreviewed	K2R1F8_METFP	Antibiotic resistance protein	A994_10654	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1F9	unreviewed	K2R1F9_METFP	EmrB/QacA subfamily drug resistance transporter	A994_10679	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1G3	unreviewed	K2R1G3_METFP	Beta-lactamase	A994_10729	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1G5	unreviewed	K2R1G5_METFP	Uncharacterized protein	A994_10754	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1G6	unreviewed	K2R1G6_METFP	Mur ligase middle domain-containing protein	A994_05260	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1H0	unreviewed	K2R1H0_METFP	(NiFe)-hydrogenase-3-type complex Eha protein EhaM	A994_10779	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1H2	unreviewed	K2R1H2_METFP	UPF0145 protein A994_05310	A994_05310	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1H4	unreviewed	K2R1H4_METFP	(NiFe)-hydrogenase-3-type complex Eha membrane protein EhaH	A994_10804	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1H5	unreviewed	K2R1H5_METFP	Uncharacterized protein	A994_02673	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1H8	unreviewed	K2R1H8_METFP	Uncharacterized protein	A994_10829	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1H9	unreviewed	K2R1H9_METFP	Uncharacterized protein	A994_02708	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1I2	unreviewed	K2R1I2_METFP	Group 1 glycosyl transferase	A994_02733	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1I3	unreviewed	K2R1I3_METFP	NAD-dependent epimerase/dehydratase	A994_10854	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1I5	unreviewed	K2R1I5_METFP	O-antigen transporter	A994_02758	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1I8	unreviewed	K2R1I8_METFP	Poly-gamma-glutamate synthesis protein	A994_02783	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1I9	unreviewed	K2R1I9_METFP	TsaA-like domain-containing protein	A994_09558	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1J2	unreviewed	K2R1J2_METFP	HicB-like domain-containing protein	A994_02808	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1J3	unreviewed	K2R1J3_METFP	Uncharacterized protein	A994_09583	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1J6	unreviewed	K2R1J6_METFP	Uncharacterized protein	A994_02833	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1J9	unreviewed	K2R1J9_METFP	Methionine synthase	A994_09608	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1K1	unreviewed	K2R1K1_METFP	Uncharacterized protein	A994_02858	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1K4	unreviewed	K2R1K4_METFP	Signal transduction histidine kinase	A994_02883	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1K5	unreviewed	K2R1K5_METFP	Uncharacterized protein	A994_09633	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1K9	unreviewed	K2R1K9_METFP	Uncharacterized protein	A994_09658	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1L0	unreviewed	K2R1L0_METFP	Prenyltransferase	ubiA A994_02908	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1L6	unreviewed	K2R1L6_METFP	Anti-sigma-factor antagonist	A994_09683	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1M3	unreviewed	K2R1M3_METFP	Uncharacterized protein	A994_02983	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1M4	unreviewed	K2R1M4_METFP	UspA domain-containing protein	A994_09708	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1M7	unreviewed	K2R1M7_METFP	Regulatory protein ArsR	A994_03008	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1N1	unreviewed	K2R1N1_METFP	TsaA-like domain-containing protein	A994_03033	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1N4	unreviewed	K2R1N4_METFP	Uncharacterized protein	A994_09758	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1N6	unreviewed	K2R1N6_METFP	Uncharacterized protein	A994_03058	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1P5	unreviewed	K2R1P5_METFP	Uncharacterized protein	A994_03108	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1P6	unreviewed	K2R1P6_METFP	Chlorohydrolase	A994_09808	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1Q0	unreviewed	K2R1Q0_METFP	Heavy metal ABC transporter substrate-binding protein	A994_03133	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1Q3	unreviewed	K2R1Q3_METFP	TfuA-like core domain-containing protein	A994_09833	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1Q8	unreviewed	K2R1Q8_METFP	Uncharacterized protein	A994_03183	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1Q9	unreviewed	K2R1Q9_METFP	Cobalamin synthesis protein P47K	A994_09858	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1S4	unreviewed	K2R1S4_METFP	Phosphonate-transporting ATPase	A994_03258	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1S8	unreviewed	K2R1S8_METFP	Uncharacterized protein	A994_09933	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1T5	unreviewed	K2R1T5_METFP	Hydrogenase isoenzymes formation protein HypD	A994_09958	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1T7	unreviewed	K2R1T7_METFP	Uncharacterized protein	A994_03333	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1U2	unreviewed	K2R1U2_METFP	Polysaccharide biosynthesis protein	A994_03358	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1U5	unreviewed	K2R1U5_METFP	NADPH-dependent FMN reductase	A994_03383	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1U6	unreviewed	K2R1U6_METFP	Uncharacterized protein	A994_10008	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1V0	unreviewed	K2R1V0_METFP	RNase NYN domain-containing protein	A994_03408	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1V3	unreviewed	K2R1V3_METFP	XRE family transcriptional regulator	A994_10033	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1V7	unreviewed	K2R1V7_METFP	Alpha/beta hydrolase domain-containing protein	A994_10058	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1W0	unreviewed	K2R1W0_METFP	Uncharacterized protein	A994_03458	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1W2	unreviewed	K2R1W2_METFP	Uncharacterized protein	A994_10083	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1W3	unreviewed	K2R1W3_METFP	Peptidoglycan-binding domain 1 protein	A994_03483	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1W7	unreviewed	K2R1W7_METFP	Flg_new_2 domain-containing protein	A994_03508	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1X0	unreviewed	K2R1X0_METFP	Major facilitator superfamily protein	A994_03533	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1X4	unreviewed	K2R1X4_METFP	Uncharacterized protein	A994_03558	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1X7	unreviewed	K2R1X7_METFP	BioY protein	A994_10133	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1X9	unreviewed	K2R1X9_METFP	Uncharacterized protein	A994_03583	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1Y5	unreviewed	K2R1Y5_METFP	Transglutaminase domain-containing protein	A994_03608	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1Y8	unreviewed	K2R1Y8_METFP	Uncharacterized protein	A994_03633	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1Z0	unreviewed	K2R1Z0_METFP	H/ACA RNA-protein complex component Gar1	A994_10183	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1Z5	unreviewed	K2R1Z5_METFP	Uncharacterized protein	A994_03658	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1Z6	unreviewed	K2R1Z6_METFP	Metallophosphoesterase	A994_10208	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R1Z8	unreviewed	K2R1Z8_METFP	Mrr_cat domain-containing protein	A994_03683	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R202	unreviewed	K2R202_METFP	Uncharacterized protein	A994_10233	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R209	unreviewed	K2R209_METFP	Uncharacterized protein	A994_10258	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R211	unreviewed	K2R211_METFP	ATP-dependent helicase	A994_03733	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R215	unreviewed	K2R215_METFP	FMN_red domain-containing protein	A994_03758	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R216	unreviewed	K2R216_METFP	Type i site-specific deoxyribonuclease	A994_08896	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R219	unreviewed	K2R219_METFP	Major facilitator superfamily protein	A994_03783	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R222	unreviewed	K2R222_METFP	Uncharacterized protein	A994_08921	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R225	unreviewed	K2R225_METFP	Uncharacterized protein	A994_03808	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R228	unreviewed	K2R228_METFP	Uncharacterized protein	A994_03833	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R234	unreviewed	K2R234_METFP	UBA/THIF-type NAD/FAD binding protein	A994_03858	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R235	unreviewed	K2R235_METFP	Peptidase M23B	A994_08971	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R239	unreviewed	K2R239_METFP	Uncharacterized protein	A994_03893	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R240	unreviewed	K2R240_METFP	Uncharacterized protein	A994_08996	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R244	unreviewed	K2R244_METFP	Adenine-specific DNA methylase	A994_03918	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R248	unreviewed	K2R248_METFP	Pyridoxamine 5'-phosphate oxidase-related FMN-binding protein	A994_09021	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R249	unreviewed	K2R249_METFP	Uncharacterized protein	A994_03943	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R254	unreviewed	K2R254_METFP	Probable membrane transporter protein	A994_03968	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R260	unreviewed	K2R260_METFP	Radical SAM core domain-containing protein	A994_09076	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R263	unreviewed	K2R263_METFP	Response regulator receiver protein	A994_04018	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R267	unreviewed	K2R267_METFP	Uncharacterized protein	A994_00015	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R268	unreviewed	K2R268_METFP	Flavoredoxin	A994_09101	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R274	unreviewed	K2R274_METFP	CBS domain-containing membrane protein	A994_00040	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R276	unreviewed	K2R276_METFP	Ribosyldihydronicotinamide dehydrogenase (Quinone)	A994_09126	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R279	unreviewed	K2R279_METFP	Signal transduction protein with CBS domains	A994_00065	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R283	unreviewed	K2R283_METFP	Signal peptidase	A994_09151	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R284	unreviewed	K2R284_METFP	DNA polymerase beta domain-containing protein	A994_00090	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R290	unreviewed	K2R290_METFP	Amino acid-binding ACT domain-containing protein	A994_00115	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R295	unreviewed	K2R295_METFP	Uncharacterized protein	A994_00140	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R296	unreviewed	K2R296_METFP	Response regulator receiver protein	A994_09201	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R2A0	unreviewed	K2R2A0_METFP	Uncharacterized protein	A994_00165	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R2A3	unreviewed	K2R2A3_METFP	Histone deacetylase superfamily protein	A994_09226	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R2A7	unreviewed	K2R2A7_METFP	Glucose-methanol-choline oxidoreductase	A994_00190	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R2B1	unreviewed	K2R2B1_METFP	NADPH-dependent FMN reductase	A994_00215	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R2B6	unreviewed	K2R2B6_METFP	NADH ubiquinone oxidoreductase 20 kDa subunit	A994_00240	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R2C0	unreviewed	K2R2C0_METFP	Energy-converting hydrogenase B subunit H	A994_00265	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R2C3	unreviewed	K2R2C3_METFP	Monovalent cation/H+ antiporter subunit G	A994_00290	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R2C6	unreviewed	K2R2C6_METFP	SagB-type dehydrogenase domain-containing protein	A994_00315	Methanobacterium formicicum (strain DSM 3637 / PP1)		
